"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"Foot Professional","Idaho","5999","(20***75-***1","http://www.footprofessional.com","[""Shopping"",""Miscellaneous Retail Stores, NEC"",""Foot Appliances""]","Boise","United States","83704","{""friday"":true,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""CLOSED"",""CLOSED""]","[""CLOSED"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""4:00 PM"",""CLOSED"",""CLOSED""]",43.6354298,-116.2738531,"unknown",,"9:00 AM","6:00 PM","3314 N. Cole Rd.",,,,,,,,"Kev***Hea***","https://www.manta.com/c/mhp4m1s/foot-professional","https://www.manta.com/c/mhp4m1s/foot-professional","mhp4m1s"
"David Chase Inc","Massachusetts","5621","508***867***","http://www.davidchaseus.com","[""Shopping"",""Women's Clothing Stores"",""Women's Clothing Stores""]","Nantucket","United States","02554",,,,41.284331,-70.0955066,"Single Location",2000,,,"60 Main Street","Categorized under Women's Clothing Stores. Our records show it was established in 2000 and incorporated in MA. Current estimates show this company has an annual revenue of 96909 and employs a staff of approximately 1.",,,"96909","1",,,"Dav***R C***","https://www.manta.com/c/mm2qnny/david-chase-inc","https://www.manta.com/c/mm2qnny/david-chase-inc","mm2qnny"
"Carter's","Connecticut","5641","860***071***","https://locations.Carters.com/CT/South-Windsor/Carters-South-Windsor-CT?cm_mmc=seo.car.us.visitation.store-locator....manta..472","[""Shopping"",""Children's and Infants' Wear Stores"",""Children's and infants' wear stores""]","South Windsor","United States","06074","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""11:00"",""10:00"",""10:00"",""11:00"",""10:00"",""10:00"",""10:00""]","[""18:00"",""20:00"",""18:00"",""19:00"",""19:00"",""20:00"",""20:00""]",41.8133568,-72.55627,"unknown",,"11:00","19:00","501 Evergreen Way Suite 525","
Carter's is the best selling brand of children's clothing in the United States. With comfy + cute styles for baby, toddler + kid, gifts and accessories, we're with families from the start.",,"{""facebook"":""https://www.facebook.com/carters"",""twitter"":""https://www.twitter.com/carters""}",,,,,,"https://www.manta.com/c/m1wxf94/carter-s","https://www.manta.com/c/m1wxf94/carter-s","m1wxf94"
"GridGain Systems","California","7372","650***228***","https://www.gridgain.com","[""Computer Software"",""Prepackaged Software"",""Prepackaged Software""]","Foster City","United States","94404",,,,37.5555977,-122.2756692,"unknown",2010,,,"1065 East Hillsdale Boulevard # 220 null","Categorized under Prepackaged Software. Our records show it was established in 2010 and incorporated in California. Current estimates show this company has an annual revenue of 19858571 and employs a staff of approximately 131.",,,"19858571","131",,,"Abe***ein***d","https://www.manta.com/c/mb09lvp/gridgain-systems","https://www.manta.com/c/mb09lvp/gridgain-systems","mb09lvp"
"82nd Airborne Division As","Alabama","4731","205***081***","null","[""Car Rental"",""Freight Cargo Logistics"",""Freight Traffic Managers""]","Birmingham","United States","35235",,,,33.6328,-86.6493,"Single Location",1999,,,"1717 Sam Drive","Categorized under Freight Traffic Managers. Our records show it was established in 1999 and incorporated in Alabama. Current estimates show this company has an annual revenue of 330000 and employs a staff of approximately 3.",,,"330000","3",,,"Les*** Co***llo***","https://www.manta.com/c/mmfqtlx/82nd-airborne-division-as","https://www.manta.com/c/mmfqtlx/82nd-airborne-division-as","mmfqtlx"
"Home Security Specialists Wheatley Heights","New York","5065","(71***475***53","http://www.adt.com/local/ny/melville",,"Wheatley Heights","United States","11798","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM""]",40.7613406,-73.36591279999999,"unknown",,"8:00 AM","9:00 PM","99 Lee Ave","Securing entry points like doors and windows as well as interior space.
Home Security Specialists offers both of the security hardware in place on a property as well as personal security practices which includes locks ( smart lock, electronic lock), alarm system (burglar alarm, DSC alarm), lighting, motion detectors, carbon monoxide detector, doorbell camera, outdoor camera, security camera systems, wireless camera, CCTV camera, spy camera, surveillance camera, anti-theft camera, camera installation, google home, video recording, thermostat, nest thermostat,  amazon echo, garage door control, co detector, camera DVR.",,,,,,,"Mar***Hor***se","https://www.manta.com/c/mkcdrq4/home-security-specialists-wheatley-heights","https://www.manta.com/c/mkcdrq4/home-security-specialists-wheatley-heights","mkcdrq4"
"Entire Data Inc","Georgia","7371","770***423***","null","[""Computer Software"",""Computer Programming Services"",""Computer Services""]","Alpharetta","United States","30005",,,,34.0782,-84.2281,"Unknown",2003,,,"12393 Sunset Maple Terrace","Categorized under Computer Services. Our records show it was established in 2003 and incorporated in Georgia. Current estimates show this company has an annual revenue of $1 to 2.5 million and employs a staff of approximately 5 to 9.",,,,"5 to 9",,,"Rob*** Fr***ito***","https://www.manta.com/c/mmlf8kx/entire-data-inc","https://www.manta.com/c/mmlf8kx/entire-data-inc","mmlf8kx"
"Administrative Associates, LLC","Georgia","8744","804***114***","null","[""Professional Services"",""Facilities Support Management Services"",""Facilities Support Services""]","Hinesville","United States","31313",,,,31.8608,-81.5958,"Single Location",2016,,,"902 Blane Lane","Categorized under Facilities Support Services. Our records show it was established in 2016 and incorporated in GA. Current estimates show this company has an annual revenue of 28630 and employs a staff of approximately 1.",,,"28630","1",,,"Ann***rdi***","https://www.manta.com/c/mh10jlx/administrative-associates-llc","https://www.manta.com/c/mh10jlx/administrative-associates-llc","mh10jlx"
"Direct Web Marketing Group, LLC","Arizona","7374","(88***994***91","http://www.directwebmg.com/","[""Information Technology"",""Computer Processing and Data Preparation and Processing Services"",""Web Design and Web Development""]","Phoenix","United States","85054","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""1:00 PM""]",33.6793449,-111.95810749999998,"unknown",,"8:00 AM","5:00 PM","21155 North 56th Street #2033","Direct Web Marketing Group, LLC, is a cloud based marketing technology agency headquartered in Scottsdale, Arizona.
Direct Web Marketing Group, LLC, is a cloud based marketing technology agency headquartered in Scottsdale, Arizona.  Web Development and Search Engine Optimization are the firm's core business services.  Direct Web Marketing Group, LLC employs a nationwide network of experienced Advisors to oversee it's Business Development and Client Service needs.","[""internet marketing services"",""search engine submission software"",""web based development services""]",,,,,,"Ori***dam***","https://www.manta.com/c/mx6vqtb/direct-web-marketing-group-llc","https://www.manta.com/c/mx6vqtb/direct-web-marketing-group-llc","mx6vqtb"
"Von Hollen, W H Electrical Contractors Inc","South Carolina","1731","864***596***","null","[""Electrical"",""Electrical Work"",""Electrical Designers""]","Greenville","United States","29601",,,,34.846623,-82.404178,"Single Location",1945,,,"100 River Street","Categorized under Electrical Designers. Our records show it was established in 1945 and incorporated in SC. Current estimates show this company has an annual revenue of 375333 and employs a staff of approximately 5.",,,"375333","5",,,"Roy***r","https://www.manta.com/c/mmfhrv5/von-hollen-w-h-electrical-contractors-inc","https://www.manta.com/c/mmfhrv5/von-hollen-w-h-electrical-contractors-inc","mmfhrv5"
"Gary's Gas & Water","Texas","4925","903***006***","null","[""Energy Services"",""Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or Distribution"",""Gas Companies""]","Gary","United States","75643",,,,32.03306,-94.3629,"Unknown",,,,"2611 Fm 999","Categorized under Gas Companies. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Cod***ier***","https://www.manta.com/c/mbn1j7p/gary-s-gas-water","https://www.manta.com/c/mbn1j7p/gary-s-gas-water","mbn1j7p"
"Elemar Virginia LLC","Virginia","3281","571***818***","http://www.elemarusa.net","[""Chemical Materials"",""Cut Stone and Stone Products"",""Marble, Building: Cut and Shaped""]","Sterling","United States","20166",,,,39.018347,-77.417061,"Single Location",2011,,,"45805 Woodland Road","Categorized under Marble, Building: Cut and Shaped. Our records show it was established in 2011 and incorporated in Virginia. Current estimates show this company has an annual revenue of 160493 and employs a staff of approximately 2.",,,"160493","2",,,"Ton***e A***lo","https://www.manta.com/c/mb4lwgp/elemar-virginia-llc","https://www.manta.com/c/mb4lwgp/elemar-virginia-llc","mb4lwgp"
"Brill Street Company, Inc","Illinois","7361","312***212***","http://www.brillstreet.com","[""Business Services"",""Employment Agencies"",""Executive Search Consultants""]","Chicago","United States","60654",,,,41.8938255,-87.6406281,"Single Location",2006,,,"445 West Erie Street # 200","Categorized under Executive Search Consultants. Our records show it was established in 2006 and incorporated in Illinois. Current estimates show this company has an annual revenue of 1100000 and employs a staff of approximately 13.",,,"1100000","13",,,"Dav***Fre***","https://www.manta.com/c/mmn45sn/brill-street-company-inc","https://www.manta.com/c/mmn45sn/brill-street-company-inc","mmn45sn"
"Carolina Eliquid","North Carolina","8099","828***3-9***","http://carolinaeliquid.com","[""Healthcare"",""Health and Allied Services, NEC"",""Wellness Programs""]","Valdese","United States","28690","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",,,"HQ",2012,,,,"Great  USA made eliquid for your electronic cig--GREAT PRICES--FREE SHIP on  10.00 order--FREE SAMPLES with order and register--Tobacco Flavor is GREA
Small buisness in NC makes eliquid for e cigs..REAL Tobacco Flavors are how we got started..Other GREAT flavors have followed..ORANGE MENTHOL--STRAWBERRY MENTHOL--VANILLA-CINNIMON--REG MENTHOL-FULL FLAVOR TOBACCO AND LOTS MORE","[""Vanilla E Liquid"",""Full Flavor Menthol ELiquid"",""Carolina Bright Leaf Strong Flavor E-Liq"",""Strawberry-Menthol Flavor""]","{""twitter"":""https://www.twitter.com/CarolinaELiquid""}",,"1",1,"[{""date"":""2012-06-12T11:04:35.000Z"",""name"":""kenny r****y"",""rating"":5,""text"":""best price and taste""}]","Ken***Rho***","https://www.manta.com/c/mxf2ynn/carolina-eliquid","https://www.manta.com/c/mxf2ynn/carolina-eliquid","mxf2ynn"
"Eagle Electric","Massachusetts","5063","508***774***","http://www.needco.com","[""Fabrication"",""Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials"",""Electrical Supplies, Nec""]","Worcester","United States","01610",,,,42.2450924,-71.8055079,"Single Location",2010,,,"632 Cambridge Street","Categorized under Electrical Supplies, Nec. Our records show it was established in 2010 and incorporated in Massachusetts. Current estimates show this company has an annual revenue of 135266 and employs a staff of approximately 2.",,,"135266","2",,,"Don***ock***","https://www.manta.com/c/mrs0tpx/eagle-electric","https://www.manta.com/c/mrs0tpx/eagle-electric","mrs0tpx"
"K Clinic","Texas","8011","214***117***","http://Kclinic.com","[""Healthcare"",""Offices and Clinics of Doctors of Medicine"",""Clinic, operated by physicians""]","Dallas","United States","75208",,,,32.7590926,-96.8251856,"Branch",,,,"200 West Colorado Boulevard","Categorized under Clinic, operated by physicians. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Jam***Goo***","https://www.manta.com/c/mmnglmc/k-clinic","https://www.manta.com/c/mmnglmc/k-clinic","mmnglmc"
"Drain Clog & Toilet Repair LLC","Ohio","1711","(80***621***91","http://www.angieslist.com/companylist/t/us/oh/crestline/repair-toilet.htm",,"Crestline","United States","44827","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM""]",40.7863123,-82.7369437,"unknown",,"8:00 AM","9:00 PM","300 N Seltzer St #2","Our only priority is to provide the highest level of customer service.
Whether the current state of your home’s drains is a minor nuisance or a serious problem we understand how critical it is to keep them clean clear and fully functional and we are prepared to get started right away. Connect with one of our knowledgeable friendly Drain & Toilet Clog Experts as soon as possible to request your free estimate. Service is provided 24/7 and at no risk or unnecessary cost to you.","[""Sewer and Drain Cleaning Service and Repairs""]",,,,,,"Tom***Gri***n","https://www.manta.com/c/mk7gc6b/drain-clog-toilet-repair-llc","https://www.manta.com/c/mk7gc6b/drain-clog-toilet-repair-llc","mk7gc6b"
"Rockin P Jjr Ranch","Illinois","7999","815***232***","https://www.therockinpjjr.com","[""Travel & Leisure"",""Amusement Services"",""Horseback Riding""]","Rockton","United States","61072",,,,42.4813381155838,-89.1872200350498,"unknown",2013,,,"7545 Yale Bridge Road null","Categorized under Ranches. Current estimates show this company has an annual revenue of 68022 and employs a staff of approximately 2.",,,"68022","2",,,"Ron***rri***","https://www.manta.com/c/mb8phsj/rockin-p-jjr-ranch","https://www.manta.com/c/mb8phsj/rockin-p-jjr-ranch","mb8phsj"
"Trik Logistics Inc","Illinois","4789","708***779***","null","[""Car Rental"",""Transportation Services, NEC"",""Transportation""]","Lockport","United States","60441",,,,41.6143616,-88.0311737,"Single Location",2011,,,"14932 Bunratty Drive","Categorized under Transportation. Our records show it was established in 2011 and incorporated in Illinois. Current estimates show this company has an annual revenue of 169436 and employs a staff of approximately 2.",,,"169436","2",,,"Ras***ait***ne","https://www.manta.com/c/mbytdx2/trik-logistics-inc","https://www.manta.com/c/mbytdx2/trik-logistics-inc","mbytdx2"
"Rgc Transportation Service LLC","Texas","4789","956***412***","null","[""Car Rental"",""Transportation Services, NEC"",""Transportation""]","Mcallen","United States","78503",,,,26.1511082,-98.2584654,"Unknown",2009,,,"2501 West Military Highway C34","Categorized under Transportation. Our records show it was established in 2009 and incorporated in Texas. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Raf*** Ur***","https://www.manta.com/c/mtbq9r5/rgc-transportation-service-llc","https://www.manta.com/c/mtbq9r5/rgc-transportation-service-llc","mtbq9r5"
"Puebla Records & Gift Shop","Illinois","5735","773***755***","null","[""Shopping"",""Record and Prerecorded Tape Stores"",""Music Stores""]","Chicago","United States","60608",,,,41.8523341,-87.6660893,"unknown",2005,,,"2230 West Cermak Road null","Categorized under Records. Our records show it was established in 2005 and incorporated in Illinois. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Mic***a M***ine***","https://www.manta.com/c/mmdpbzg/puebla-records-gift-shop","https://www.manta.com/c/mmdpbzg/puebla-records-gift-shop","mmdpbzg"
"Century Services","New York","8742","646***161***","https://centuryconsultingservices.com/","[""Professional Services"",""Management Consulting Services"",""Financial consultant""]","New York","United States","10158","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""09:00AM"",""09:00AM"",""09:00AM"",""09:00AM"",""09:00AM"",""CLOSED""]","[""CLOSED"",""07:00PM"",""07:00PM"",""07:00PM"",""07:00PM"",""07:00PM"",""CLOSED""]",40.7490532,-73.9753376,"unknown",,"09:00AM","07:00PM","605 3rd Avenue","Century Services enables experience, passion and professionalism to give customers the solutions they need for a debt free life.
Century Services enables experience, passion and professionalism to give customers the solutions they need for a debt free life.
Debt can easily pile up, without it seeming like an end is in sight. The stress and anxiety that follow can be hard for many individuals and families-and that is where Century Services steps in.
Ultimately, our goal is for customers to see that debt-relief is possible, and to help them navigate the different options out there to find a solution that best fits their need. Our team works to provide this guidance and help, along with friendly and experienced customer service.",,"{""facebook"":""https://www.facebook.com/Centuryconsultingservices"",""twitter"":""https://www.twitter.com/ServicesCentury""}",,,,,,"https://www.manta.com/c/m1r7hh2/century-services","https://www.manta.com/c/m1r7hh2/century-services","m1r7hh2"
"Spectrum","Virginia","4841","(75***384***65","http://www.spectrum.com","[""Cable and Telecom Services"",""Cable and Other Pay Television Services"",""Cable television services""]","Wakefield","United States","23888","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM""]","[""CLOSED"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""2:00 PM""]",,,"Branch",2015,"9:00 AM","6:00 PM",,"Spectrum is providing high quality service with superior entertainment and communications products.
We are saving your installation cost. Call Spectrum right now! Find best deal for Combine TV, internet and phone with Spectrum. Let join Spectrum- 2nd largest cable operator in the US by subscribers. For more details, call us now. Spectrum is providing high quality service with superior entertainment and communications products.","[""Digital TV"",""Phone and Internet Providers"",""Cable Television Services"",""internet service provider software"",""DSL Services"",""Internet Products & Services"",""Cable Television Equipment"",""Broadband Services"",""internet services"",""Satellite Television Services"",""Phone Communications Services"",""Telecommunications Services"",""Internet Service Providers"",""Home Phone""]",,,"50 to 99",,,"Den*** Di***","https://www.manta.com/c/mh1sclw/spectrum","https://www.manta.com/c/mh1sclw/spectrum","mh1sclw"
"Positive Iron Works Inc","New York","7692","718***779***","null","[""Consumer Services"",""Welding Repair"",""Welding repair""]","Flushing","United States","11377",,,,40.745,-73.9069,"Unknown",,,,"3435 56th Street","Categorized under Welding repair. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Mik***ost***","https://www.manta.com/c/mmgt1hn/positive-iron-works-inc","https://www.manta.com/c/mmgt1hn/positive-iron-works-inc","mmgt1hn"
"Worley Girl Photography","Pennsylvania","7389","717***1-0***","null","[""Business Services"",""Business Services, NEC"",""Business services, nec""]","York","United States","17404","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",39.98264,-76.76019,"unknown",,,,"east york",,,,,"undefined",,,"Sam***ha ***ley***","https://www.manta.com/c/mx4w8gd/worley-girl-photography","https://www.manta.com/c/mx4w8gd/worley-girl-photography","mx4w8gd"
"Electrofab","Wyoming","1731","307***207***","http://www.electrofabinc.com","[""Electrical"",""Electrical Work"",""Electrical Contractors""]","Gillette","United States","82716",,,,44.2950351,-105.4671979,"unknown",2002,,,"310 Limestone Avenue null","Categorized under Electrical Designers. Our records show it was established in 2002 and incorporated in Wyoming. Current estimates show this company has an annual revenue of $2.5 to 5 million and employs a staff of approximately 20 to 49.",,,,"20 to 49",,,"Don***lli***on","https://www.manta.com/c/mmlmrb8/electrofab","https://www.manta.com/c/mmlmrb8/electrofab","mmlmrb8"
"Centra Care Transportation","Florida","8011","407***065***","null","[""Healthcare"",""Offices and Clinics of Doctors of Medicine"",""Doctors""]","Orlando","United States","32836",,,,28.4115,-81.525,"Unknown",,,,"12500 State Road 535","Categorized under Doctors. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 20 to 49.",,,,"20 to 49",,,"Per***h S***ars***","https://www.manta.com/c/mtwl74z/centra-care-transportation","https://www.manta.com/c/mtwl74z/centra-care-transportation","mtwl74z"
"Inmate Encounter","Florida","8661","407***243***","http://www.inmateencounter.com","[""Non-Profit Organizations"",""Religious Organizations"",""Churches""]","Orlando","United States","32825",,,,28.5280041,-81.2538764,"unknown",1970,,,"849 Mellowood Avenue null","Categorized under Nonchurch Religious Organizations. Our records show it was established in 1970 and incorporated in FL. Current estimates show this company has an annual revenue of 94512 and employs a staff of approximately 1.",,,"94512","1",,,"Jim***nch***","https://www.manta.com/c/mm039j4/inmate-encounter","https://www.manta.com/c/mm039j4/inmate-encounter","mm039j4"
"Simpson and Paull, P. L.","Florida","8111","904***728***","http://www.simpsonpaull.com/","[""Legal"",""Legal Services"",""General practice law office""]","Jacksonville","United States","32250","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",30.2753355,-81.3895103,"unknown",,"9:00 AM","5:00 PM","1326 3rd St S, Ste 2",,,,,,,,"Dia***Pau***","https://www.manta.com/c/mk2859n/simpson-and-paull-p-l","https://www.manta.com/c/mk2859n/simpson-and-paull-p-l","mk2859n"
"VCM Law Group","Florida","8111","(78***730***51","https://vcmlawgroup.com","[""Legal"",""Legal Services"",""General practice attorney, lawyer""]","Miami","United States","33131","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",25.76288,-80.1914681,"unknown",,"9:00 AM","5:00 PM","1111 Brickell Avenue Suite 1550","
VCM Law Group is a premier legal practice representing clients throughout South Florida on matters ranging from property insurance claims to personal injuries to criminal defense. Backed by decades of combined experience, we have a proven history of achieving successful outcomes at the bargaining table and in the courtroom.","[""criminal defense"",""personal injury"",""property insurance""]",,,,,,,"https://www.manta.com/c/m1wyx9y/vcm-law-group","https://www.manta.com/c/m1wyx9y/vcm-law-group","m1wyx9y"
"Extra Special Parents","Virginia","9121","804***177***","http://espva.org","[""Government"",""Legislative Bodies"",""Government Offices""]","North Chesterfield","United States","23234",,,,37.441216,-77.475497,"unknown",2007,,,"4320 Cogbill Road null","Categorized under Group Homes. Our records show it was established in 2007 and incorporated in VA. Current estimates show this company has an annual revenue of 351909 and employs a staff of approximately 12.",,,"351909","12",,,"Mik***asp***","https://www.manta.com/c/mw2g1pt/extra-special-parents","https://www.manta.com/c/mw2g1pt/extra-special-parents","mw2g1pt"
"Fabric Depot","Florida","5949","305***017***","http://fabricdepot.com","[""Shopping"",""Sewing, Needlework, and Piece Goods Stores"",""Fabric Shops""]","Miami","United States","33155",,,,25.726249,-80.3106419,"unknown",2007,,,"4703 SW 72nd Avenue null","Categorized under Drapery and Curtain Stores. Our records show it was established in 2007 and incorporated in FL. Current estimates show this company has an annual revenue of 1661850 and employs a staff of approximately 15.",,,"1661850","15",,,"Mar***Mun***","https://www.manta.com/c/mmsz48t/fabric-depot","https://www.manta.com/c/mmsz48t/fabric-depot","mmsz48t"
"Sumner Sod Co","Florida","5261","813***037***","null","[""Shopping"",""Retail Nurseries, Lawn and Garden Supply Stores"",""Garden Centers""]","Lithia","United States","33547",,,,27.8578680516449,-82.1562066178599,"unknown",1985,,,"7743 Lithia Pinecrest Road null","Categorized under Sod. Our records show it was established in 1985 and incorporated in Florida. Current estimates show this company has an annual revenue of 443486 and employs a staff of approximately 5.",,,"443486","5",,,"Cli***n E***mne***","https://www.manta.com/c/mm85r3r/sumner-sod-co","https://www.manta.com/c/mm85r3r/sumner-sod-co","mm85r3r"
"A Touch of Romance","Washington","5632","714***398***","http://www.peekay.com","[""Shopping"",""Women's Accessory and Specialty Stores"",""Women's Specialty Shops""]","Auburn","United States","98001",,,,47.307881,-122.241016,"Branch",,,,"901 West Main Street # A","Categorized under Women's Specialty Shops. Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Aud*** Ra***","https://www.manta.com/c/mm7kkyk/a-touch-of-romance","https://www.manta.com/c/mm7kkyk/a-touch-of-romance","mm7kkyk"
"Brown Ronald A & Judy A","Florida","5731","239***294***","null","[""Shopping"",""Radio, Television, and Consumer Electronics Stores"",""Electronic Equipment Stores""]","Fort Myers","United States","33919",,,,26.55643,-81.90287,"Single Location",1997,,,"8941 College Parkway","Categorized under Electronic Equipment Stores. Our records show it was established in 1997 and incorporated in Florida. Current estimates show this company has an annual revenue of 170000 and employs a staff of approximately 2.",,,"170000","2",,,"Ron*** Br***","https://www.manta.com/c/mb5z96q/brown-ronald-a-judy-a","https://www.manta.com/c/mb5z96q/brown-ronald-a-judy-a","mb5z96q"
"Record Nations","New York","7374","(71***233***25","null","[""Information Technology"",""Computer Processing and Data Preparation and Processing Services"",""Scanning Services""]","Brooklyn","United States","11211","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""10:00 AM""]","[""CLOSED"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""7:00 PM""]",40.7163302,-73.9590817,"unknown",,"9:00 AM","8:00 PM","223 Bedford Ave","A company offering a variety of document management services, including paper scanning, records storage, and shredding, in the local area. Select the",,,,,,,"Joy***ng","https://www.manta.com/c/m1r04mg/record-nations","https://www.manta.com/c/m1r04mg/record-nations","m1r04mg"
"Terrell's Gift & Glass LLC","Alabama","5947","205***673***","null","[""Shopping"",""Gift, Novelty, and Souvenir Shops"",""Gift Shops""]","Hamilton","United States","35570",,,,34.1534,-88.0085,"Unknown",2004,,,"311 County Highway 90","Categorized under Gift Shops. Our records show it was established in 2004 and incorporated in Alabama. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Vir***ia ***val***","https://www.manta.com/c/mmgk4zm/terrell-s-gift-glass-llc","https://www.manta.com/c/mmgk4zm/terrell-s-gift-glass-llc","mmgk4zm"
"Bosch Tool Repair","California","7699","714***490***","http://www.boschtools.com","[""Consumer Services"",""Repair Shops"",""Repair Services, Nec, Nec""]","Anaheim","United States","92807",,,,33.8621244,-117.8093578,"unknown",,,,"4990 East Landon Drive null","Categorized under Tools Equipment and Supplies. Current estimates show this company has an annual revenue of $20 to 50 million and employs a staff of approximately 10 to 19.",,,,"10 to 19",,,"Fra***Ban***a","https://www.manta.com/c/mm2kbbq/bosch-tool-repair","https://www.manta.com/c/mm2kbbq/bosch-tool-repair","mm2kbbq"
"99 Cent Food & Clothin","New York","5651","718***568***","null","[""Shopping"",""Family Clothing Stores"",""Clothing Stores""]","Brooklyn","United States","11207",,,,40.6662039,-73.8825367,"unknown",2017,,,"758 New Lots Avenue null","Categorized under Women's Ready-To-Wear Apparel. Our records show it was established in 2017 and incorporated in NY. Current estimates show this company has an annual revenue of 60460 and employs a staff of approximately 2.",,,"60460","2",,,,"https://www.manta.com/c/mkxj99h/99-cent-food-clothin","https://www.manta.com/c/mkxj99h/99-cent-food-clothin","mkxj99h"
"Paul Decorative Products","New York","5039","212***001***","http://www.pauldecorative.com","[""Construction"",""Construction Materials, NEC"",""Construction Materials, Nec""]","New York","United States","10016",,,,40.7450351874575,-73.9809505383637,"unknown",2008,,,"192 Lexington Avenue Floor 2 null","Categorized under Bath Accessories. Our records show it was established in 2008 and incorporated in New York. Current estimates show this company has an annual revenue of 44945 and employs a staff of approximately 1.",,,"44945","1",,,"Gar***aul***","https://www.manta.com/c/mmznqdz/paul-decorative-products","https://www.manta.com/c/mmznqdz/paul-decorative-products","mmznqdz"
"A Head Of Times Beauty School","Virginia","7299","703***414***","null","[""Consumer Services"",""Miscellaneous Personal Services, NEC"",""Tattooing""]","Falls Church","United States","22044",,,,38.872301,-77.1550345,"Single Location",2008,,,"6799 Wilson Boulevard","Categorized under Tattooing. Our records show it was established in 2008 and incorporated in Virginia. Current estimates show this company has an annual revenue of 41596 and employs a staff of approximately 1.",,,"41596","1",,,"Tri***o","https://www.manta.com/c/mb5d5xy/a-head-of-times-beauty-school","https://www.manta.com/c/mb5d5xy/a-head-of-times-beauty-school","mb5d5xy"
